,No,year,month,day,hour,season,PM_City Station,PM_5th Middle School,PM_US Post,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec
41596,41597,2014,9,30,4,3.0,47.0,65.0,47.0,23.5,94.0,1002.7,24.6,NW,13.7,0.0,0.0
41597,41598,2014,9,30,5,3.0,50.0,65.0,50.0,23.3,94.0,1003.2,24.4,NW,15.4,0.0,0.0
41598,41599,2014,9,30,6,3.0,62.0,73.0,62.0,23.4,94.0,1003.8,24.5,NE,1.8,0.0,0.0
41599,41600,2014,9,30,7,3.0,78.0,81.0,78.0,23.5,94.0,1004.2,24.6,NW,1.5,0.0,0.0
41600,41601,2014,9,30,8,3.0,95.0,117.0,95.0,25.1,90.0,1004.8,26.9,NE,1.5,0.0,0.0
41601,41602,2014,9,30,9,3.0,87.0,143.0,87.0,24.3,74.0,1004.9,29.5,NE,3.2,0.0,0.0
41602,41603,2014,9,30,10,3.0,84.0,135.0,84.0,23.2,61.0,1005.0,31.7,NE,5.9,0.0,0.0
41603,41604,2014,9,30,11,3.0,57.0,135.0,57.0,23.7,59.0,1004.6,32.8,NE,7.5,0.0,0.0
41604,41605,2014,9,30,12,3.0,55.0,91.0,55.0,23.9,57.0,1003.6,33.7,NW,1.5,0.0,0.0
41605,41606,2014,9,30,13,3.0,49.0,64.0,49.0,23.0,50.0,1002.8,35.0,NE,2.2,0.0,0.0
41606,41607,2014,9,30,14,3.0,40.0,67.0,40.0,22.6,49.0,1001.9,35.0,NW,2.1,0.0,0.0
41607,41608,2014,9,30,15,3.0,46.0,56.0,46.0,20.6,43.0,1001.0,35.1,NE,2.4,0.0,0.0
41608,41609,2014,9,30,16,3.0,50.0,59.0,50.0,22.3,55.0,1000.8,32.6,NW,3.0,0.0,0.0
41609,41610,2014,9,30,17,3.0,38.0,61.0,38.0,22.5,62.0,1001.0,30.7,NW,5.4,0.0,0.0
41610,41611,2014,9,30,18,3.0,46.0,61.0,46.0,22.9,69.0,1001.7,29.2,NW,8.4,0.0,0.0
41611,41612,2014,9,30,19,3.0,52.0,60.0,52.0,22.6,71.0,1002.2,28.4,NE,1.6,0.0,0.0
41612,41613,2014,9,30,20,3.0,58.0,60.0,58.0,22.8,74.0,1002.6,27.9,NW,2.4,0.0,0.0
41613,41614,2014,9,30,21,3.0,45.0,68.0,45.0,22.6,73.0,1003.2,27.9,NE,2.7,0.0,0.0
41614,41615,2014,9,30,22,3.0,54.0,71.0,54.0,22.8,74.0,1003.7,27.9,NW,2.3,0.0,0.0
41615,41616,2014,9,30,23,3.0,47.0,64.0,47.0,23.4,84.0,1004.0,26.4,NW,4.4,0.0,0.0
41616,41617,2014,10,1,0,3.0,48.0,67.0,48.0,23.4,85.0,1003.9,26.2,NW,6.5,0.0,0.0
41617,41618,2014,10,1,1,3.0,47.0,64.0,47.0,23.3,85.0,1003.9,26.1,NE,1.0,0.0,0.0
41618,41619,2014,10,1,2,3.0,48.0,64.0,48.0,23.0,81.0,1003.5,26.6,NW,1.0,0.0,0.0
41619,41620,2014,10,1,3,3.0,39.0,59.0,39.0,23.3,88.0,1003.9,25.5,NW,1.8,0.0,0.0
41620,41621,2014,10,1,4,3.0,40.0,59.0,40.0,23.3,89.0,1003.8,25.3,NW,4.0,0.0,0.0
41621,41622,2014,10,1,5,3.0,46.0,57.0,46.0,23.0,89.0,1004.3,25.0,NW,5.5,0.0,0.0
41622,41623,2014,10,1,6,3.0,33.0,55.0,33.0,22.3,88.0,1004.7,24.5,NW,7.2,0.0,0.0
41623,41624,2014,10,1,7,3.0,38.0,52.0,38.0,22.1,85.0,1005.3,24.8,NW,9.4,0.0,0.0
41624,41625,2014,10,1,8,3.0,36.0,52.0,36.0,22.4,83.0,1005.9,25.6,NE,1.9,0.0,0.0
41625,41626,2014,10,1,9,3.0,38.0,57.0,38.0,22.4,72.0,1006.4,28.0,NE,3.6,0.0,0.0
41626,41627,2014,10,1,10,3.0,50.0,57.0,50.0,22.1,69.0,1006.7,28.4,NE,6.1,0.0,0.0
41627,41628,2014,10,1,11,3.0,40.0,56.0,40.0,22.2,65.0,1006.2,29.5,NE,8.3,0.0,0.0
41628,41629,2014,10,1,12,3.0,46.0,60.0,46.0,23.0,63.0,1005.1,30.9,NE,10.7,0.0,0.0
41629,41630,2014,10,1,13,3.0,46.0,58.0,46.0,21.8,57.0,1004.0,31.4,NE,11.8,0.0,0.0
41630,41631,2014,10,1,14,3.0,49.0,56.0,49.0,22.1,56.0,1002.9,32.0,NW,1.4,0.0,0.0
41631,41632,2014,10,1,15,3.0,44.0,56.0,44.0,21.7,53.0,1002.5,32.6,NW,3.0,0.0,0.0
41632,41633,2014,10,1,16,3.0,50.0,59.0,50.0,21.6,53.0,1002.2,32.5,NW,5.1,0.0,0.0
41633,41634,2014,10,1,17,3.0,46.0,67.0,46.0,21.8,56.0,1002.3,31.7,NE,1.4,0.0,0.0
41634,41635,2014,10,1,18,3.0,43.0,77.0,43.0,23.3,71.0,1002.6,29.2,NW,1.1,0.0,0.0
41635,41636,2014,10,1,19,3.0,48.0,71.0,48.0,24.0,84.0,1003.0,27.0,NE,2.1,0.0,0.0
41636,41637,2014,10,1,20,3.0,44.0,71.0,44.0,23.6,87.0,1003.6,26.0,NW,1.7,0.0,0.0
41637,41638,2014,10,1,21,3.0,47.0,76.0,47.0,23.2,87.0,1004.2,25.6,NW,3.1,0.0,0.0
41638,41639,2014,10,1,22,3.0,50.0,64.0,50.0,22.7,85.0,1004.1,25.5,NW,4.7,0.0,0.0
41639,41640,2014,10,1,23,3.0,46.0,61.0,46.0,22.6,86.0,1003.8,25.2,NW,6.1,0.0,0.0
41640,41641,2014,10,2,0,3.0,46.0,53.0,46.0,22.8,90.0,1003.9,24.6,NW,8.1,0.0,0.0
41641,41642,2014,10,2,1,3.0,62.0,60.0,62.0,22.9,91.0,1003.6,24.5,NW,9.9,0.0,0.0
41642,41643,2014,10,2,2,3.0,63.0,76.0,63.0,22.8,92.0,1003.5,24.2,NW,11.5,0.0,0.0
41643,41644,2014,10,2,3,3.0,42.0,76.0,42.0,22.6,92.0,1003.4,24.0,NW,12.8,0.0,0.0
41644,41645,2014,10,2,4,3.0,41.0,76.0,41.0,22.3,92.0,1003.3,23.7,NW,14.1,0.0,0.0
41645,41646,2014,10,2,5,3.0,48.0,55.0,48.0,22.3,93.0,1003.5,23.6,NW,15.5,0.0,0.0
41646,41647,2014,10,2,6,3.0,50.0,47.0,50.0,22.4,94.0,1004.0,23.5,NW,16.8,0.0,0.0
41647,41648,2014,10,2,7,3.0,54.0,47.0,54.0,22.6,94.0,1004.3,23.7,NW,18.3,0.0,0.0
41648,41649,2014,10,2,8,3.0,58.0,65.0,58.0,23.6,89.0,1004.7,25.6,NW,19.8,0.0,0.0
41649,41650,2014,10,2,9,3.0,61.0,70.0,61.0,23.7,76.0,1004.9,28.4,NE,0.9,0.0,0.0
41650,41651,2014,10,2,10,3.0,65.0,71.0,65.0,23.3,67.0,1004.5,30.2,NE,2.0,0.0,0.0
41651,41652,2014,10,2,11,3.0,46.0,71.0,46.0,23.3,61.0,1003.9,31.8,NE,3.0,0.0,0.0
41652,41653,2014,10,2,12,3.0,49.0,69.0,49.0,23.5,60.0,1002.9,32.3,NE,6.5,0.0,0.0
41653,41654,2014,10,2,13,3.0,44.0,72.0,44.0,21.8,54.0,1001.9,32.4,NW,2.1,0.0,0.0
41654,41655,2014,10,2,14,3.0,37.0,61.0,37.0,21.0,49.0,1000.6,33.2,NW,4.9,0.0,0.0
41655,41656,2014,10,2,15,3.0,59.0,73.0,59.0,21.3,51.0,999.9,32.8,NE,1.6,0.0,0.0
41656,41657,2014,10,2,16,3.0,53.0,71.0,53.0,20.9,50.0,999.8,32.7,NW,1.9,0.0,0.0
41657,41658,2014,10,2,17,3.0,56.0,74.0,56.0,21.9,54.0,1000.0,32.5,NW,3.4,0.0,0.0
41658,41659,2014,10,2,18,3.0,62.0,70.0,62.0,22.8,66.0,1000.1,29.9,NE,1.8,0.0,0.0
41659,41660,2014,10,2,19,3.0,45.0,70.0,45.0,23.7,81.0,1000.4,27.3,NW,1.7,0.0,0.0
41660,41661,2014,10,2,20,3.0,49.0,71.0,49.0,23.9,88.0,1001.0,26.1,NW,3.4,0.0,0.0
41661,41662,2014,10,2,21,3.0,57.0,69.0,57.0,23.7,90.0,1001.6,25.5,NE,2.0,0.0,0.0
41662,41663,2014,10,2,22,3.0,53.0,63.0,53.0,23.4,90.0,1001.5,25.2,NW,1.3,0.0,0.0
41663,41664,2014,10,2,23,3.0,49.0,67.0,49.0,23.2,91.0,1001.2,24.8,NW,3.0,0.0,0.0
41664,41665,2014,10,3,0,3.0,52.0,65.0,52.0,23.2,91.0,1001.1,24.8,NW,4.9,0.0,0.0
41665,41666,2014,10,3,1,3.0,50.0,64.0,50.0,23.0,90.0,1000.8,24.8,NW,6.1,0.0,0.0
41666,41667,2014,10,3,2,3.0,49.0,70.0,49.0,23.3,91.0,1000.5,24.9,NW,8.1,0.0,0.0
41667,41668,2014,10,3,3,3.0,32.0,69.0,32.0,22.2,88.0,1001.1,24.4,NE,3.8,0.1,0.1
41668,41669,2014,10,3,4,3.0,17.0,69.0,17.0,22.6,92.0,1001.0,24.0,NW,1.7,0.3,0.4
41669,41670,2014,10,3,5,3.0,18.0,41.0,18.0,22.7,93.0,1001.3,24.0,NW,3.0,0.1,0.5
41670,41671,2014,10,3,6,3.0,25.0,37.0,25.0,22.7,94.0,1001.7,23.8,NW,3.9,0.0,0.0
41671,41672,2014,10,3,7,3.0,29.0,45.0,29.0,22.8,94.0,1002.2,23.9,NW,6.2,0.0,0.0
41672,41673,2014,10,3,8,3.0,30.0,43.0,30.0,23.7,92.0,1002.7,25.1,NW,8.3,0.0,0.0
41673,41674,2014,10,3,9,3.0,40.0,47.0,40.0,23.2,79.0,1003.0,27.2,NW,10.6,0.0,0.0
41674,41675,2014,10,3,10,3.0,30.0,49.0,30.0,22.5,66.0,1003.1,29.6,NE,3.4,0.0,0.0
41675,41676,2014,10,3,11,3.0,32.0,52.0,32.0,20.8,55.0,1002.7,30.9,NE,6.9,0.0,0.0
41676,41677,2014,10,3,12,3.0,29.0,42.0,29.0,21.7,56.0,1002.1,31.6,NW,0.8,0.0,0.0
41677,41678,2014,10,3,13,3.0,37.0,42.0,37.0,21.0,52.0,1001.3,32.1,NE,2.2,0.0,0.0
41678,41679,2014,10,3,14,3.0,21.0,40.0,21.0,21.0,52.0,1000.4,32.2,NE,4.2,0.0,0.0
41679,41680,2014,10,3,15,3.0,30.0,40.0,30.0,19.2,45.0,999.7,32.7,SW,0.8,0.0,0.0
41680,41681,2014,10,3,16,3.0,25.0,46.0,25.0,21.0,50.0,999.7,32.8,NW,3.5,0.0,0.0
41681,41682,2014,10,3,17,3.0,29.0,46.0,29.0,20.9,61.0,1000.1,29.2,NE,2.6,0.0,0.0
41682,41683,2014,10,3,18,3.0,26.0,46.0,26.0,20.7,66.0,1000.4,27.7,NW,2.3,0.0,0.0
41683,41684,2014,10,3,19,3.0,28.0,37.0,28.0,21.5,75.0,1000.9,26.3,NW,4.0,0.0,0.0
41684,41685,2014,10,3,20,3.0,35.0,37.0,35.0,21.6,79.0,1001.3,25.6,NW,5.4,0.0,0.0
41685,41686,2014,10,3,21,3.0,28.0,44.0,28.0,21.9,83.0,1002.0,25.0,NW,7.0,0.0,0.0
41686,41687,2014,10,3,22,3.0,36.0,38.0,36.0,22.1,86.0,1002.1,24.7,NW,8.8,0.0,0.0
41687,41688,2014,10,3,23,3.0,31.0,37.0,31.0,22.3,85.0,1002.4,25.0,NW,10.1,0.0,0.0
41688,41689,2014,10,4,0,3.0,40.0,40.0,40.0,22.1,89.0,1002.4,24.1,NW,12.3,0.0,0.0
41689,41690,2014,10,4,1,3.0,54.0,40.0,54.0,22.2,91.0,1002.2,23.8,NW,14.2,0.0,0.0
41690,41691,2014,10,4,2,3.0,45.0,43.0,45.0,22.1,92.0,1002.2,23.5,NE,0.9,0.0,0.0
41691,41692,2014,10,4,3,3.0,49.0,54.0,49.0,21.9,92.0,1002.2,23.3,NW,1.5,0.0,0.0
41692,41693,2014,10,4,4,3.0,49.0,39.0,49.0,22.2,94.0,1002.2,23.3,NW,2.8,0.0,0.0
41693,41694,2014,10,4,5,3.0,46.0,42.0,46.0,22.0,94.0,1002.3,23.1,NW,4.1,0.0,0.0
41694,41695,2014,10,4,6,3.0,44.0,42.0,44.0,21.9,94.0,1003.0,23.0,NW,5.6,0.0,0.0
41695,41696,2014,10,4,7,3.0,50.0,42.0,50.0,22.3,94.0,1003.3,23.4,NW,6.9,0.0,0.0
41696,41697,2014,10,4,8,3.0,39.0,52.0,39.0,22.4,86.0,1004.0,25.0,NW,7.7,0.0,0.0
41697,41698,2014,10,4,9,3.0,32.0,48.0,32.0,21.4,72.0,1004.4,26.9,NE,0.9,0.0,0.0
41698,41699,2014,10,4,10,3.0,49.0,42.0,49.0,19.6,60.0,1004.4,28.1,NE,4.7,0.0,0.0
41699,41700,2014,10,4,11,3.0,30.0,45.0,30.0,20.3,57.0,1004.2,29.8,NE,7.9,0.0,0.0
41700,41701,2014,10,4,12,3.0,39.0,43.0,39.0,19.2,51.0,1003.3,30.5,NE,10.1,0.0,0.0
41701,41702,2014,10,4,13,3.0,32.0,44.0,32.0,16.6,42.0,1002.4,31.1,NE,11.6,0.0,0.0
41702,41703,2014,10,4,14,3.0,25.0,44.0,25.0,17.6,43.0,1001.6,31.8,NW,1.0,0.0,0.0
41703,41704,2014,10,4,15,3.0,40.0,38.0,40.0,19.0,46.0,1001.0,32.1,NW,3.5,0.0,0.0
41704,41705,2014,10,4,16,3.0,36.0,49.0,36.0,18.3,44.0,1000.8,32.1,NW,4.6,0.0,0.0
41705,41706,2014,10,4,17,3.0,35.0,49.0,35.0,18.3,47.0,1001.0,31.0,NE,2.4,0.0,0.0
41706,41707,2014,10,4,18,3.0,40.0,45.0,40.0,20.8,64.0,1001.1,28.3,NW,1.5,0.0,0.0
41707,41708,2014,10,4,19,3.0,55.0,57.0,55.0,21.7,80.0,1001.6,25.5,NE,1.3,0.0,0.0
41708,41709,2014,10,4,20,3.0,57.0,61.0,57.0,21.7,85.0,1002.6,24.4,NW,1.9,0.0,0.0
41709,41710,2014,10,4,21,3.0,55.0,61.0,55.0,21.7,88.0,1003.5,23.9,NW,4.0,0.0,0.0
41710,41711,2014,10,4,22,3.0,73.0,60.0,73.0,21.2,88.0,1003.8,23.3,NE,1.7,0.0,0.0
41711,41712,2014,10,4,23,3.0,85.0,75.0,85.0,21.0,88.0,1004.0,23.1,NW,1.3,0.0,0.0
41712,41713,2014,10,5,0,3.0,77.0,67.0,77.0,20.5,86.0,1004.1,23.0,NW,2.7,0.0,0.0
41713,41714,2014,10,5,1,3.0,70.0,60.0,70.0,20.5,89.0,1004.1,22.5,NW,4.4,0.0,0.0
41714,41715,2014,10,5,2,3.0,43.0,61.0,43.0,20.3,91.0,1004.2,21.9,NW,6.0,0.0,0.0
41715,41716,2014,10,5,3,3.0,41.0,53.0,41.0,20.2,93.0,1004.1,21.4,NW,7.7,0.0,0.0
41716,41717,2014,10,5,4,3.0,42.0,48.0,42.0,19.3,91.0,1004.1,20.9,NW,9.4,0.0,0.0
41717,41718,2014,10,5,5,3.0,43.0,48.0,43.0,18.0,84.0,1004.5,20.9,NW,11.6,0.0,0.0
41718,41719,2014,10,5,6,3.0,45.0,53.0,45.0,17.1,80.0,1004.9,20.7,NW,13.2,0.0,0.0
41719,41720,2014,10,5,7,3.0,47.0,53.0,47.0,16.3,72.0,1005.7,21.6,NW,15.3,0.0,0.0
41720,41721,2014,10,5,8,3.0,44.0,54.0,44.0,17.2,69.0,1006.5,23.3,NE,2.7,0.0,0.0
41721,41722,2014,10,5,9,3.0,39.0,49.0,39.0,15.8,54.0,1006.8,25.9,NE,5.4,0.0,0.0
41722,41723,2014,10,5,10,3.0,44.0,55.0,44.0,15.3,49.0,1007.2,27.0,NE,8.8,0.0,0.0
41723,41724,2014,10,5,11,3.0,46.0,55.0,46.0,16.0,46.0,1006.7,28.8,NW,4.2,0.0,0.0
41724,41725,2014,10,5,12,3.0,46.0,53.0,46.0,14.5,41.0,1006.0,29.1,NW,9.6,0.0,0.0
41725,41726,2014,10,5,13,3.0,38.0,52.0,38.0,15.1,41.0,1005.0,29.8,NW,13.5,0.0,0.0
41726,41727,2014,10,5,14,3.0,29.0,45.0,29.0,14.3,37.0,1004.3,30.7,NE,2.8,0.0,0.0
41727,41728,2014,10,5,15,3.0,23.0,45.0,23.0,12.9,34.0,1003.7,30.6,NW,4.0,0.0,0.0
41728,41729,2014,10,5,16,3.0,42.0,48.0,42.0,11.3,31.0,1003.7,30.4,NE,4.4,0.0,0.0
41729,41730,2014,10,5,17,3.0,41.0,48.0,41.0,12.7,35.0,1004.0,29.8,NE,6.9,0.0,0.0
41730,41731,2014,10,5,18,3.0,46.0,47.0,46.0,13.5,43.0,1004.5,27.2,NW,3.1,0.0,0.0
41731,41732,2014,10,5,19,3.0,45.0,50.0,45.0,17.2,69.0,1005.1,23.3,NE,2.1,0.0,0.0
41732,41733,2014,10,5,20,3.0,44.0,55.0,44.0,17.5,74.0,1005.7,22.4,NW,2.5,0.0,0.0
41733,41734,2014,10,5,21,3.0,30.0,50.0,30.0,17.6,80.0,1006.4,21.2,NW,4.8,0.0,0.0
41734,41735,2014,10,5,22,3.0,27.0,39.0,27.0,16.5,78.0,1007.0,20.5,NE,1.8,0.0,0.0
41735,41736,2014,10,5,23,3.0,28.0,37.0,28.0,15.9,77.0,1007.3,20.1,NW,2.6,0.0,0.0
41736,41737,2014,10,6,0,3.0,27.0,37.0,27.0,12.7,54.0,1007.1,22.5,NE,3.9,0.0,0.0
41737,41738,2014,10,6,1,3.0,25.0,33.0,25.0,12.1,51.0,1006.7,22.8,NE,7.4,0.0,0.0
41738,41739,2014,10,6,2,3.0,28.0,32.0,28.0,12.3,53.0,1006.6,22.4,NE,10.0,0.0,0.0
41739,41740,2014,10,6,3,3.0,29.0,32.0,29.0,12.5,57.0,1006.7,21.4,NE,12.0,0.0,0.0
41740,41741,2014,10,6,4,3.0,33.0,34.0,33.0,13.8,66.0,1006.8,20.4,NW,2.7,0.0,0.0
41741,41742,2014,10,6,5,3.0,29.0,34.0,29.0,14.1,73.0,1007.3,19.1,NW,3.8,0.0,0.0
41742,41743,2014,10,6,6,3.0,31.0,38.0,31.0,14.7,79.0,1007.8,18.5,NE,1.2,0.0,0.0
41743,41744,2014,10,6,7,3.0,29.0,33.0,29.0,14.9,79.0,1008.6,18.7,NE,2.5,0.0,0.0
41744,41745,2014,10,6,8,3.0,33.0,33.0,33.0,16.1,69.0,1009.5,22.1,NW,1.8,0.0,0.0
41745,41746,2014,10,6,9,3.0,31.0,33.0,31.0,14.9,51.0,1010.0,25.8,NE,1.5,0.0,0.0
41746,41747,2014,10,6,10,3.0,31.0,35.0,31.0,13.4,44.0,1010.2,26.7,NE,3.8,0.0,0.0
41747,41748,2014,10,6,11,3.0,32.0,35.0,32.0,13.4,41.0,1009.8,27.9,NE,7.0,0.0,0.0
41748,41749,2014,10,6,12,3.0,25.0,38.0,25.0,12.6,38.0,1009.1,28.3,NE,11.5,0.0,0.0
41749,41750,2014,10,6,13,3.0,32.0,36.0,32.0,13.7,38.0,1008.2,29.5,NE,14.2,0.0,0.0
41750,41751,2014,10,6,14,3.0,28.0,40.0,28.0,13.3,36.0,1007.0,30.0,NE,17.0,0.0,0.0
41751,41752,2014,10,6,15,3.0,29.0,40.0,29.0,12.5,33.0,1006.2,30.6,NE,18.9,0.0,0.0
41752,41753,2014,10,6,16,3.0,35.0,38.0,35.0,13.7,35.0,1005.9,31.0,NW,1.5,0.0,0.0
41753,41754,2014,10,6,17,3.0,34.0,38.0,34.0,13.9,38.0,1006.0,29.8,NW,3.2,0.0,0.0
41754,41755,2014,10,6,18,3.0,48.0,41.0,48.0,17.9,60.0,1006.0,26.3,NE,1.2,0.0,0.0
41755,41756,2014,10,6,19,3.0,58.0,58.0,58.0,18.0,72.0,1006.4,23.4,NW,1.4,0.0,0.0
41756,41757,2014,10,6,20,3.0,61.0,58.0,61.0,18.2,80.0,1006.9,21.9,NW,4.2,0.0,0.0
41757,41758,2014,10,6,21,3.0,49.0,60.0,49.0,17.4,78.0,1007.3,21.4,NW,6.2,0.0,0.0
41758,41759,2014,10,6,22,3.0,45.0,56.0,45.0,16.9,77.0,1007.5,21.1,NW,7.7,0.0,0.0
41759,41760,2014,10,6,23,3.0,50.0,52.0,50.0,16.3,74.0,1007.7,21.2,NW,9.5,0.0,0.0
41760,41761,2014,10,7,0,3.0,53.0,57.0,53.0,16.0,75.0,1007.7,20.6,NW,11.4,0.0,0.0
41761,41762,2014,10,7,1,3.0,52.0,57.0,52.0,15.9,76.0,1007.5,20.3,NW,12.6,0.0,0.0
41762,41763,2014,10,7,2,3.0,47.0,50.0,47.0,16.3,82.0,1007.3,19.5,NW,13.4,0.0,0.0
41763,41764,2014,10,7,3,3.0,47.0,56.0,47.0,16.0,84.0,1007.1,18.8,NE,2.0,0.0,0.0
41764,41765,2014,10,7,4,3.0,45.0,44.0,45.0,15.7,86.0,1007.3,18.1,NW,1.6,0.0,0.0
41765,41766,2014,10,7,5,3.0,46.0,44.0,46.0,15.3,86.0,1007.5,17.7,NW,3.8,0.0,0.0
41767,41768,2014,10,7,7,3.0,40.0,48.0,40.0,14.1,77.0,1008.5,18.2,NW,7.2,0.0,0.0
41768,41769,2014,10,7,8,3.0,45.0,39.0,45.0,14.0,64.0,1009.2,21.1,NW,10.6,0.0,0.0
41769,41770,2014,10,7,9,3.0,37.0,44.0,37.0,13.0,51.0,1009.6,23.8,NE,3.4,0.0,0.0
41770,41771,2014,10,7,10,3.0,44.0,48.0,44.0,13.3,47.0,1009.6,25.5,NW,3.4,0.0,0.0
41771,41772,2014,10,7,11,3.0,45.0,50.0,45.0,13.0,44.0,1009.0,26.3,NE,2.8,0.0,0.0
41772,41773,2014,10,7,12,3.0,45.0,50.0,45.0,13.6,42.0,1008.1,27.7,NE,6.8,0.0,0.0
41773,41774,2014,10,7,13,3.0,46.0,49.0,46.0,13.0,38.0,1006.9,28.8,NW,3.4,0.0,0.0
41774,41775,2014,10,7,14,3.0,44.0,50.0,44.0,13.4,38.0,1005.6,29.2,NE,2.6,0.0,0.0
41775,41776,2014,10,7,15,3.0,50.0,50.0,50.0,11.0,33.0,1005.0,28.9,SE,1.1,0.0,0.0
41776,41777,2014,10,7,16,3.0,41.0,52.0,41.0,13.1,37.0,1004.6,29.3,NW,3.0,0.0,0.0
41777,41778,2014,10,7,17,3.0,47.0,48.0,47.0,12.9,38.0,1004.6,28.7,NW,5.2,0.0,0.0
41778,41779,2014,10,7,18,3.0,49.0,50.0,49.0,16.2,57.0,1004.8,25.4,NW,6.8,0.0,0.0
41779,41780,2014,10,7,19,3.0,58.0,47.0,58.0,17.1,72.0,1005.3,22.4,NW,8.1,0.0,0.0
41780,41781,2014,10,7,20,3.0,59.0,68.0,59.0,17.2,80.0,1005.8,20.8,NE,1.6,0.0,0.0
41781,41782,2014,10,7,21,3.0,69.0,68.0,69.0,16.7,82.0,1006.1,19.9,NW,1.3,0.0,0.0
41782,41783,2014,10,7,22,3.0,58.0,68.0,58.0,16.5,84.0,1006.5,19.3,NW,3.2,0.0,0.0
41783,41784,2014,10,7,23,3.0,59.0,68.0,59.0,16.6,86.0,1006.4,19.0,NW,5.1,0.0,0.0
41784,41785,2014,10,8,0,3.0,59.0,66.0,59.0,16.1,85.0,1006.2,18.7,NW,7.1,0.0,0.0
41785,41786,2014,10,8,1,3.0,53.0,64.0,53.0,15.9,83.0,1006.0,18.9,NW,8.5,0.0,0.0
41786,41787,2014,10,8,2,3.0,59.0,59.0,59.0,16.8,91.0,1005.8,18.3,NE,2.0,0.0,0.0
41787,41788,2014,10,8,3,3.0,55.0,60.0,55.0,16.0,89.0,1005.5,17.9,NW,2.4,0.0,0.0
41788,41789,2014,10,8,4,3.0,56.0,56.0,56.0,15.7,87.0,1005.3,17.9,NW,5.5,0.0,0.0
41789,41790,2014,10,8,5,3.0,57.0,60.0,57.0,15.2,85.0,1005.6,17.8,NW,7.9,0.0,0.0
41790,41791,2014,10,8,6,3.0,57.0,60.0,57.0,15.0,86.0,1006.0,17.4,NW,10.1,0.0,0.0
41791,41792,2014,10,8,7,3.0,58.0,63.0,58.0,15.3,87.0,1006.7,17.5,NW,12.5,0.0,0.0
41792,41793,2014,10,8,8,3.0,62.0,63.0,62.0,14.8,68.0,1007.4,21.0,NE,0.7,0.0,0.0
41793,41794,2014,10,8,9,3.0,62.0,64.0,62.0,13.9,56.0,1007.8,23.2,NW,1.8,0.0,0.0
41794,41795,2014,10,8,10,3.0,58.0,64.0,58.0,13.2,47.0,1007.8,25.4,NE,3.1,0.0,0.0
41795,41796,2014,10,8,11,3.0,59.0,64.0,59.0,14.3,49.0,1007.2,25.9,NE,5.0,0.0,0.0
41796,41797,2014,10,8,12,3.0,57.0,61.0,57.0,15.2,47.0,1006.3,27.6,NE,8.0,0.0,0.0
41797,41798,2014,10,8,13,3.0,51.0,60.0,51.0,13.1,41.0,1005.4,27.6,NE,11.2,0.0,0.0
41798,41799,2014,10,8,14,3.0,55.0,57.0,55.0,12.9,39.0,1004.3,28.2,NE,15.0,0.0,0.0
41799,41800,2014,10,8,15,3.0,58.0,57.0,58.0,13.1,38.0,1003.4,28.9,NW,3.7,0.0,0.0
41800,41801,2014,10,8,16,3.0,53.0,58.0,53.0,12.8,39.0,1003.0,28.1,NW,6.2,0.0,0.0
41801,41802,2014,10,8,17,3.0,55.0,56.0,55.0,13.4,42.0,1003.0,27.5,NE,2.0,0.0,0.0
41802,41803,2014,10,8,18,3.0,58.0,56.0,58.0,16.8,62.0,1003.4,24.6,NW,1.8,0.0,0.0
41803,41804,2014,10,8,19,3.0,65.0,54.0,65.0,16.8,73.0,1003.7,21.9,NW,3.7,0.0,0.0
41804,41805,2014,10,8,20,3.0,69.0,57.0,69.0,17.0,82.0,1004.2,20.2,NE,2.1,0.0,0.0
41805,41806,2014,10,8,21,3.0,70.0,71.0,70.0,16.9,84.0,1004.9,19.7,NW,2.5,0.0,0.0
41806,41807,2014,10,8,22,3.0,71.0,80.0,71.0,16.0,81.0,1005.1,19.4,NW,4.7,0.0,0.0
41807,41808,2014,10,8,23,3.0,70.0,82.0,70.0,15.6,81.0,1005.0,19.0,NW,6.5,0.0,0.0
41808,41809,2014,10,9,0,3.0,62.0,79.0,62.0,15.1,72.0,1005.0,20.4,NW,7.8,0.0,0.0
41809,41810,2014,10,9,1,3.0,55.0,80.0,55.0,15.0,67.0,1004.6,21.4,NW,8.9,0.0,0.0
41810,41811,2014,10,9,2,3.0,50.0,57.0,50.0,13.6,58.0,1004.2,22.3,NE,1.9,0.0,0.0
41811,41812,2014,10,9,3,3.0,53.0,57.0,53.0,13.8,61.0,1003.7,21.7,NW,2.1,0.0,0.0
41812,41813,2014,10,9,4,3.0,49.0,54.0,49.0,14.7,66.0,1003.2,21.4,SW,0.6,0.0,0.0
41813,41814,2014,10,9,5,3.0,47.0,54.0,47.0,13.6,60.0,1003.3,21.7,NE,0.8,0.0,0.0
41814,41815,2014,10,9,6,3.0,45.0,50.0,45.0,13.3,60.0,1003.7,21.4,NW,1.8,0.0,0.0
41815,41816,2014,10,9,7,3.0,42.0,51.0,42.0,13.7,62.0,1004.4,21.3,SE,0.7,0.0,0.0
41816,41817,2014,10,9,8,3.0,47.0,58.0,47.0,14.1,60.0,1005.0,22.3,NW,1.5,0.0,0.0
41817,41818,2014,10,9,9,3.0,44.0,55.0,44.0,14.3,53.0,1005.5,24.6,NW,6.1,0.0,0.0
